"activityType" "subject" "averageOfVariable" "variableName"
"WALKING_DOWNSTAIRS" "19" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "19" NA "tBodyGyroMag-std()"
"LAYING" "20" -0.521471397919231 "tBodyGyroMag-std()"
"SITTING" "20" NA "tBodyGyroMag-std()"
"STANDING" "20" -0.626155662129697 "tBodyGyroMag-std()"
"WALKING" "20" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "20" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "20" NA "tBodyGyroMag-std()"
"LAYING" "21" NA "tBodyGyroMag-std()"
"SITTING" "21" -0.761303119652451 "tBodyGyroMag-std()"
"STANDING" "21" NA "tBodyGyroMag-std()"
"WALKING" "21" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "21" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "21" NA "tBodyGyroMag-std()"
"LAYING" "22" NA "tBodyGyroMag-std()"
"SITTING" "22" -0.732423163577273 "tBodyGyroMag-std()"
"STANDING" "22" -0.58616042178374 "tBodyGyroMag-std()"
"WALKING" "22" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "22" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "22" NA "tBodyGyroMag-std()"
"LAYING" "23" NA "tBodyGyroMag-std()"
"SITTING" "23" NA "tBodyGyroMag-std()"
"STANDING" "23" -0.541949073660753 "tBodyGyroMag-std()"
"WALKING" "23" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "23" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "23" NA "tBodyGyroMag-std()"
"LAYING" "24" -0.742983126606299 "tBodyGyroMag-std()"
"SITTING" "24" NA "tBodyGyroMag-std()"
"STANDING" "24" NA "tBodyGyroMag-std()"
"WALKING" "24" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "24" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "24" NA "tBodyGyroMag-std()"
"LAYING" "25" NA "tBodyGyroMag-std()"
"SITTING" "25" NA "tBodyGyroMag-std()"
"STANDING" "25" -0.68515279467066 "tBodyGyroMag-std()"
"WALKING" "25" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "25" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "25" NA "tBodyGyroMag-std()"
"LAYING" "26" NA "tBodyGyroMag-std()"
"SITTING" "26" NA "tBodyGyroMag-std()"
"STANDING" "26" -0.751833690215051 "tBodyGyroMag-std()"
"WALKING" "26" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "26" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "26" NA "tBodyGyroMag-std()"
"LAYING" "27" -0.697498265308054 "tBodyGyroMag-std()"
"SITTING" "27" NA "tBodyGyroMag-std()"
"STANDING" "27" -0.973304104615385 "tBodyGyroMag-std()"
"WALKING" "27" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "27" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "27" NA "tBodyGyroMag-std()"
"LAYING" "28" -0.710956808836911 "tBodyGyroMag-std()"
"SITTING" "28" NA "tBodyGyroMag-std()"
"STANDING" "28" NA "tBodyGyroMag-std()"
"WALKING" "28" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "28" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "28" NA "tBodyGyroMag-std()"
"LAYING" "29" -0.653732301592151 "tBodyGyroMag-std()"
"SITTING" "29" NA "tBodyGyroMag-std()"
"STANDING" "29" NA "tBodyGyroMag-std()"
"WALKING" "29" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "29" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "29" NA "tBodyGyroMag-std()"
"LAYING" "30" -0.573779428671018 "tBodyGyroMag-std()"
"SITTING" "30" NA "tBodyGyroMag-std()"
"STANDING" "30" NA "tBodyGyroMag-std()"
"WALKING" "30" NA "tBodyGyroMag-std()"
"WALKING_DOWNSTAIRS" "30" NA "tBodyGyroMag-std()"
"WALKING_UPSTAIRS" "30" NA "tBodyGyroMag-std()"
"LAYING" "1" NA "tBodyGyroJerkMag-mean()"
"SITTING" "1" NA "tBodyGyroJerkMag-mean()"
"STANDING" "1" NA "tBodyGyroJerkMag-mean()"
"WALKING" "1" -0.639517432642651 "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "1" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "1" NA "tBodyGyroJerkMag-mean()"
"LAYING" "2" NA "tBodyGyroJerkMag-mean()"
"SITTING" "2" NA "tBodyGyroJerkMag-mean()"
"STANDING" "2" NA "tBodyGyroJerkMag-mean()"
"WALKING" "2" -0.746559539039735 "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "2" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "2" NA "tBodyGyroJerkMag-mean()"
"LAYING" "3" NA "tBodyGyroJerkMag-mean()"
"SITTING" "3" NA "tBodyGyroJerkMag-mean()"
"STANDING" "3" NA "tBodyGyroJerkMag-mean()"
"WALKING" "3" -0.784056656246334 "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "3" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "3" NA "tBodyGyroJerkMag-mean()"
"LAYING" "4" NA "tBodyGyroJerkMag-mean()"
"SITTING" "4" NA "tBodyGyroJerkMag-mean()"
"STANDING" "4" NA "tBodyGyroJerkMag-mean()"
"WALKING" "4" -0.849581355824742 "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "4" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "4" -0.771259192195122 "tBodyGyroJerkMag-mean()"
"LAYING" "5" NA "tBodyGyroJerkMag-mean()"
"SITTING" "5" NA "tBodyGyroJerkMag-mean()"
"STANDING" "5" NA "tBodyGyroJerkMag-mean()"
"WALKING" "5" -0.707383517582782 "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "5" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "5" NA "tBodyGyroJerkMag-mean()"
"LAYING" "6" NA "tBodyGyroJerkMag-mean()"
"SITTING" "6" NA "tBodyGyroJerkMag-mean()"
"STANDING" "6" NA "tBodyGyroJerkMag-mean()"
"WALKING" "6" -0.780046966228814 "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "6" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "6" -0.202676039247191 "tBodyGyroJerkMag-mean()"
"LAYING" "7" NA "tBodyGyroJerkMag-mean()"
"SITTING" "7" NA "tBodyGyroJerkMag-mean()"
"STANDING" "7" NA "tBodyGyroJerkMag-mean()"
"WALKING" "7" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "7" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "7" -0.713191348337662 "tBodyGyroJerkMag-mean()"
"LAYING" "8" NA "tBodyGyroJerkMag-mean()"
"SITTING" "8" NA "tBodyGyroJerkMag-mean()"
"STANDING" "8" NA "tBodyGyroJerkMag-mean()"
"WALKING" "8" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "8" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "8" -0.673625525658363 "tBodyGyroJerkMag-mean()"
"LAYING" "9" NA "tBodyGyroJerkMag-mean()"
"SITTING" "9" NA "tBodyGyroJerkMag-mean()"
"STANDING" "9" NA "tBodyGyroJerkMag-mean()"
"WALKING" "9" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "9" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "9" -0.7629795809375 "tBodyGyroJerkMag-mean()"
"LAYING" "10" NA "tBodyGyroJerkMag-mean()"
"SITTING" "10" NA "tBodyGyroJerkMag-mean()"
"STANDING" "10" NA "tBodyGyroJerkMag-mean()"
"WALKING" "10" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "10" -0.670402026880342 "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "10" -0.984314541333333 "tBodyGyroJerkMag-mean()"
"LAYING" "11" NA "tBodyGyroJerkMag-mean()"
"SITTING" "11" NA "tBodyGyroJerkMag-mean()"
"STANDING" "11" NA "tBodyGyroJerkMag-mean()"
"WALKING" "11" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "11" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "11" -0.826829028481013 "tBodyGyroJerkMag-mean()"
"LAYING" "12" NA "tBodyGyroJerkMag-mean()"
"SITTING" "12" -0.735015701865672 "tBodyGyroJerkMag-mean()"
"STANDING" "12" NA "tBodyGyroJerkMag-mean()"
"WALKING" "12" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "12" -0.807753381612903 "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "12" NA "tBodyGyroJerkMag-mean()"
"LAYING" "13" NA "tBodyGyroJerkMag-mean()"
"SITTING" "13" -0.712745036012232 "tBodyGyroJerkMag-mean()"
"STANDING" "13" NA "tBodyGyroJerkMag-mean()"
"WALKING" "13" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "13" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "13" NA "tBodyGyroJerkMag-mean()"
"LAYING" "14" NA "tBodyGyroJerkMag-mean()"
"SITTING" "14" NA "tBodyGyroJerkMag-mean()"
"STANDING" "14" NA "tBodyGyroJerkMag-mean()"
"WALKING" "14" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "14" -0.608256767676639 "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "14" -0.98548876278481 "tBodyGyroJerkMag-mean()"
"LAYING" "15" NA "tBodyGyroJerkMag-mean()"
"SITTING" "15" NA "tBodyGyroJerkMag-mean()"
"STANDING" "15" NA "tBodyGyroJerkMag-mean()"
"WALKING" "15" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "15" -0.805282669512195 "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "15" NA "tBodyGyroJerkMag-mean()"
"LAYING" "16" NA "tBodyGyroJerkMag-mean()"
"SITTING" "16" NA "tBodyGyroJerkMag-mean()"
"STANDING" "16" NA "tBodyGyroJerkMag-mean()"
"WALKING" "16" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "16" -0.860446372459016 "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "16" NA "tBodyGyroJerkMag-mean()"
"LAYING" "17" NA "tBodyGyroJerkMag-mean()"
"SITTING" "17" -0.78281769309375 "tBodyGyroJerkMag-mean()"
"STANDING" "17" NA "tBodyGyroJerkMag-mean()"
"WALKING" "17" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "17" -0.994575164583333 "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "17" NA "tBodyGyroJerkMag-mean()"
"LAYING" "18" NA "tBodyGyroJerkMag-mean()"
"SITTING" "18" -0.986611885 "tBodyGyroJerkMag-mean()"
"STANDING" "18" -0.84851863011976 "tBodyGyroJerkMag-mean()"
"WALKING" "18" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "18" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "18" NA "tBodyGyroJerkMag-mean()"
"LAYING" "19" NA "tBodyGyroJerkMag-mean()"
"SITTING" "19" -0.683436541824444 "tBodyGyroJerkMag-mean()"
"STANDING" "19" NA "tBodyGyroJerkMag-mean()"
"WALKING" "19" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "19" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "19" NA "tBodyGyroJerkMag-mean()"
"LAYING" "20" -0.624627827903846 "tBodyGyroJerkMag-mean()"
"SITTING" "20" NA "tBodyGyroJerkMag-mean()"
"STANDING" "20" -0.730864782378788 "tBodyGyroJerkMag-mean()"
"WALKING" "20" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "20" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "20" NA "tBodyGyroJerkMag-mean()"
"LAYING" "21" NA "tBodyGyroJerkMag-mean()"
"SITTING" "21" -0.807817403137255 "tBodyGyroJerkMag-mean()"
"STANDING" "21" NA "tBodyGyroJerkMag-mean()"
"WALKING" "21" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "21" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "21" NA "tBodyGyroJerkMag-mean()"
"LAYING" "22" NA "tBodyGyroJerkMag-mean()"
"SITTING" "22" -0.838758636363636 "tBodyGyroJerkMag-mean()"
"STANDING" "22" -0.723727568292683 "tBodyGyroJerkMag-mean()"
"WALKING" "22" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "22" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "22" NA "tBodyGyroJerkMag-mean()"
"LAYING" "23" NA "tBodyGyroJerkMag-mean()"
"SITTING" "23" NA "tBodyGyroJerkMag-mean()"
"STANDING" "23" -0.623412641977151 "tBodyGyroJerkMag-mean()"
"WALKING" "23" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "23" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "23" NA "tBodyGyroJerkMag-mean()"
"LAYING" "24" -0.791646550787402 "tBodyGyroJerkMag-mean()"
"SITTING" "24" NA "tBodyGyroJerkMag-mean()"
"STANDING" "24" NA "tBodyGyroJerkMag-mean()"
"WALKING" "24" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "24" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "24" NA "tBodyGyroJerkMag-mean()"
"LAYING" "25" NA "tBodyGyroJerkMag-mean()"
"SITTING" "25" NA "tBodyGyroJerkMag-mean()"
"STANDING" "25" -0.849630706259169 "tBodyGyroJerkMag-mean()"
"WALKING" "25" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "25" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "25" NA "tBodyGyroJerkMag-mean()"
"LAYING" "26" NA "tBodyGyroJerkMag-mean()"
"SITTING" "26" NA "tBodyGyroJerkMag-mean()"
"STANDING" "26" -0.798325916709184 "tBodyGyroJerkMag-mean()"
"WALKING" "26" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "26" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "26" NA "tBodyGyroJerkMag-mean()"
"LAYING" "27" -0.778275050167785 "tBodyGyroJerkMag-mean()"
"SITTING" "27" NA "tBodyGyroJerkMag-mean()"
"STANDING" "27" -0.994198412051282 "tBodyGyroJerkMag-mean()"
"WALKING" "27" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "27" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "27" NA "tBodyGyroJerkMag-mean()"
"LAYING" "28" -0.78929494326178 "tBodyGyroJerkMag-mean()"
"SITTING" "28" NA "tBodyGyroJerkMag-mean()"
"STANDING" "28" NA "tBodyGyroJerkMag-mean()"
"WALKING" "28" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "28" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "28" NA "tBodyGyroJerkMag-mean()"
"LAYING" "29" -0.802293906366279 "tBodyGyroJerkMag-mean()"
"SITTING" "29" NA "tBodyGyroJerkMag-mean()"
"STANDING" "29" NA "tBodyGyroJerkMag-mean()"
"WALKING" "29" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "29" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "29" NA "tBodyGyroJerkMag-mean()"
"LAYING" "30" -0.785870931331593 "tBodyGyroJerkMag-mean()"
"SITTING" "30" NA "tBodyGyroJerkMag-mean()"
"STANDING" "30" NA "tBodyGyroJerkMag-mean()"
"WALKING" "30" NA "tBodyGyroJerkMag-mean()"
"WALKING_DOWNSTAIRS" "30" NA "tBodyGyroJerkMag-mean()"
"WALKING_UPSTAIRS" "30" NA "tBodyGyroJerkMag-mean()"
"LAYING" "1" NA "tBodyGyroJerkMag-std()"
"SITTING" "1" NA "tBodyGyroJerkMag-std()"
"STANDING" "1" NA "tBodyGyroJerkMag-std()"
"WALKING" "1" -0.652050770910663 "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "1" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "1" NA "tBodyGyroJerkMag-std()"
"LAYING" "2" NA "tBodyGyroJerkMag-std()"
"SITTING" "2" NA "tBodyGyroJerkMag-std()"
"STANDING" "2" NA "tBodyGyroJerkMag-std()"
"WALKING" "2" -0.740088733655629 "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "2" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "2" NA "tBodyGyroJerkMag-std()"
"LAYING" "3" NA "tBodyGyroJerkMag-std()"
"SITTING" "3" NA "tBodyGyroJerkMag-std()"
"STANDING" "3" NA "tBodyGyroJerkMag-std()"
"WALKING" "3" -0.80366136372434 "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "3" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "3" NA "tBodyGyroJerkMag-std()"
"LAYING" "4" NA "tBodyGyroJerkMag-std()"
"SITTING" "4" NA "tBodyGyroJerkMag-std()"
"STANDING" "4" NA "tBodyGyroJerkMag-std()"
"WALKING" "4" -0.870579517938144 "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "4" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "4" -0.802559941951219 "tBodyGyroJerkMag-std()"
"LAYING" "5" NA "tBodyGyroJerkMag-std()"
"SITTING" "5" NA "tBodyGyroJerkMag-std()"
"STANDING" "5" NA "tBodyGyroJerkMag-std()"
"WALKING" "5" -0.734187493344371 "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "5" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "5" NA "tBodyGyroJerkMag-std()"
"LAYING" "6" NA "tBodyGyroJerkMag-std()"
"SITTING" "6" NA "tBodyGyroJerkMag-std()"
"STANDING" "6" NA "tBodyGyroJerkMag-std()"
"WALKING" "6" -0.79820274690678 "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "6" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "6" -0.23683550005236 "tBodyGyroJerkMag-std()"
"LAYING" "7" NA "tBodyGyroJerkMag-std()"
"SITTING" "7" NA "tBodyGyroJerkMag-std()"
"STANDING" "7" NA "tBodyGyroJerkMag-std()"
"WALKING" "7" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "7" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "7" -0.658017844948377 "tBodyGyroJerkMag-std()"
"LAYING" "8" NA "tBodyGyroJerkMag-std()"
"SITTING" "8" NA "tBodyGyroJerkMag-std()"
"STANDING" "8" NA "tBodyGyroJerkMag-std()"
"WALKING" "8" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "8" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "8" -0.715838385516014 "tBodyGyroJerkMag-std()"
"LAYING" "9" NA "tBodyGyroJerkMag-std()"
"SITTING" "9" NA "tBodyGyroJerkMag-std()"
"STANDING" "9" NA "tBodyGyroJerkMag-std()"
"WALKING" "9" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "9" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "9" -0.786176892048611 "tBodyGyroJerkMag-std()"
"LAYING" "10" NA "tBodyGyroJerkMag-std()"
"SITTING" "10" NA "tBodyGyroJerkMag-std()"
"STANDING" "10" NA "tBodyGyroJerkMag-std()"
"WALKING" "10" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "10" -0.714863988119658 "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "10" -0.979257408333333 "tBodyGyroJerkMag-std()"
"LAYING" "11" NA "tBodyGyroJerkMag-std()"
"SITTING" "11" NA "tBodyGyroJerkMag-std()"
"STANDING" "11" NA "tBodyGyroJerkMag-std()"
"WALKING" "11" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "11" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "11" -0.866905012626582 "tBodyGyroJerkMag-std()"
"LAYING" "12" NA "tBodyGyroJerkMag-std()"
"SITTING" "12" -0.742760839925373 "tBodyGyroJerkMag-std()"
"STANDING" "12" NA "tBodyGyroJerkMag-std()"
"WALKING" "12" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "12" -0.817815795430108 "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "12" NA "tBodyGyroJerkMag-std()"
"LAYING" "13" NA "tBodyGyroJerkMag-std()"
"SITTING" "13" -0.712056186747706 "tBodyGyroJerkMag-std()"
"STANDING" "13" NA "tBodyGyroJerkMag-std()"
"WALKING" "13" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "13" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "13" NA "tBodyGyroJerkMag-std()"
"LAYING" "14" NA "tBodyGyroJerkMag-std()"
"SITTING" "14" NA "tBodyGyroJerkMag-std()"
"STANDING" "14" NA "tBodyGyroJerkMag-std()"
"WALKING" "14" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "14" -0.645034678692623 "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "14" -0.980252790253165 "tBodyGyroJerkMag-std()"
"LAYING" "15" NA "tBodyGyroJerkMag-std()"
"SITTING" "15" NA "tBodyGyroJerkMag-std()"
"STANDING" "15" NA "tBodyGyroJerkMag-std()"
"WALKING" "15" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "15" -0.837120078079268 "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "15" NA "tBodyGyroJerkMag-std()"
"LAYING" "16" NA "tBodyGyroJerkMag-std()"
"SITTING" "16" NA "tBodyGyroJerkMag-std()"
"STANDING" "16" NA "tBodyGyroJerkMag-std()"
"WALKING" "16" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "16" -0.87480016568306 "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "16" NA "tBodyGyroJerkMag-std()"
"LAYING" "17" NA "tBodyGyroJerkMag-std()"
"SITTING" "17" -0.80013424171875 "tBodyGyroJerkMag-std()"
"STANDING" "17" NA "tBodyGyroJerkMag-std()"
"WALKING" "17" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "17" -0.99273415625 "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "17" NA "tBodyGyroJerkMag-std()"
"LAYING" "18" NA "tBodyGyroJerkMag-std()"
"SITTING" "18" -0.986354497333333 "tBodyGyroJerkMag-std()"
"STANDING" "18" -0.879781879790419 "tBodyGyroJerkMag-std()"
"WALKING" "18" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "18" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "18" NA "tBodyGyroJerkMag-std()"
"LAYING" "19" NA "tBodyGyroJerkMag-std()"
"SITTING" "19" -0.7255986988425 "tBodyGyroJerkMag-std()"
"STANDING" "19" NA "tBodyGyroJerkMag-std()"
"WALKING" "19" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "19" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "19" NA "tBodyGyroJerkMag-std()"
"LAYING" "20" -0.65307636871282 "tBodyGyroJerkMag-std()"
"SITTING" "20" NA "tBodyGyroJerkMag-std()"
"STANDING" "20" -0.707476828521212 "tBodyGyroJerkMag-std()"
"WALKING" "20" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "20" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "20" NA "tBodyGyroJerkMag-std()"
"LAYING" "21" NA "tBodyGyroJerkMag-std()"
"SITTING" "21" -0.82408989995098 "tBodyGyroJerkMag-std()"
"STANDING" "21" NA "tBodyGyroJerkMag-std()"
"WALKING" "21" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "21" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "21" NA "tBodyGyroJerkMag-std()"
"LAYING" "22" NA "tBodyGyroJerkMag-std()"
"SITTING" "22" -0.862669919242424 "tBodyGyroJerkMag-std()"
"STANDING" "22" -0.768258152845528 "tBodyGyroJerkMag-std()"
"WALKING" "22" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "22" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "22" NA "tBodyGyroJerkMag-std()"
"LAYING" "23" NA "tBodyGyroJerkMag-std()"
"SITTING" "23" NA "tBodyGyroJerkMag-std()"
"STANDING" "23" -0.573942888021613 "tBodyGyroJerkMag-std()"
"WALKING" "23" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "23" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "23" NA "tBodyGyroJerkMag-std()"
"LAYING" "24" -0.788997850813648 "tBodyGyroJerkMag-std()"
"SITTING" "24" NA "tBodyGyroJerkMag-std()"
"STANDING" "24" NA "tBodyGyroJerkMag-std()"
"WALKING" "24" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "24" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "24" NA "tBodyGyroJerkMag-std()"
"LAYING" "25" NA "tBodyGyroJerkMag-std()"
"SITTING" "25" NA "tBodyGyroJerkMag-std()"
"STANDING" "25" -0.872776184449878 "tBodyGyroJerkMag-std()"
"WALKING" "25" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "25" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "25" NA "tBodyGyroJerkMag-std()"
"LAYING" "26" NA "tBodyGyroJerkMag-std()"
"SITTING" "26" NA "tBodyGyroJerkMag-std()"
"STANDING" "26" -0.818279112908163 "tBodyGyroJerkMag-std()"
"WALKING" "26" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "26" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "26" NA "tBodyGyroJerkMag-std()"
"LAYING" "27" -0.796244747537248 "tBodyGyroJerkMag-std()"
"SITTING" "27" NA "tBodyGyroJerkMag-std()"
"STANDING" "27" -0.993732153205128 "tBodyGyroJerkMag-std()"
"WALKING" "27" NA "tBodyGyroJerkMag-std()"
"WALKING_DOWNSTAIRS" "27" NA "tBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" "27" NA "tBodyGyroJerkMag-std()"
"LAYING" "28" -0.805738383010471 "tBodyGyroJerkMag-std()"
"SITTING" "28" NA "tBodyGyroJerkMag-std()"
"STANDING" "28" NA "tBodyGyroJerkMag-std()"
